carat,cut,color,clarity,depth,table,price,x,y,z,logprice
1.04,Ideal,D,VS2,61.8,56,8008,6.47,6.52,4.02,8.988196320995057
0.91,Ideal,E,SI1,61.4,57,5112,6.24,6.3,3.84,8.53934599605737
0.6,Ideal,G,VS2,62.5,53.8,2108,5.4,5.34,3.37,7.653494909661253
0.31,Ideal,F,VVS2,61.2,59,695,4.36,4.41,2.68,6.543911845564792
1.52,Very Good,D,SI2,61.2,61,8879,7.31,7.35,4.52,9.091444217032327
1.16,Ideal,J,SI1,61.4,56,4423,6.83,6.83,4.18,8.394573477868327
1.05,Premium,I,SI1,60.2,60,4314,6.64,6.7,4,8.369620826949102
0.24,Very Good,E,VVS2,62.9,59,485,3.94,4.01,2.49,6.184148890937483
0.42,Ideal,I,IF,62,55,961,4.83,4.85,2.99,6.8679744089702925
1,Ideal,G,SI1,63,55,4737,6.36,6.41,3.99,8.463159302923751
1,Very Good,F,VS2,62.9,56,6013,6.38,6.39,4.03,8.70167907103957
0.31,Ideal,G,VVS2,61.3,55,707,4.33,4.37,2.67,6.561030665896573
0.3,Premium,H,VS1,62.1,59,526,4.25,4.27,2.65,6.26530121273771
0.59,Premium,F,SI2,61.4,59,1229,5.37,5.31,3.32,7.113956109566034
0.85,Very Good,D,VS2,62.9,58,4211,5.93,6,3.84,8.345455428161928
0.33,Very Good,E,VS2,62.8,54,574,4.41,4.46,2.8,6.352629396319567
0.26,Very Good,F,VVS2,61.4,56,554,4.16,4.19,2.54,6.317164686747284
0.32,Ideal,G,VS2,61.8,57,720,4.42,4.36,2.71,6.579251212010101
0.31,Ideal,F,VVS1,60.7,57,912,4.4,4.34,2.66,6.815639990074331
0.43,Ideal,D,VS2,62.5,55,1129,4.84,4.81,3.01,7.029087564149662
0.72,Ideal,F,VVS1,60.8,57,4937,5.8,5.79,3.53,8.504513138258863
1,Ideal,H,SI2,61.4,59,4547,6.34,6.29,3.88,8.42222295382501
1.04,Good,F,SI2,63.9,59,4257,6.35,6.28,4.07,8.356319965828153
0.5,Very Good,J,SI1,63.2,55,977,5.05,5.02,3.2,6.884486652042782
1,Good,H,VS2,63.6,59,4861,6.26,6.33,4.01,8.488999457045455
1.01,Premium,F,VS2,60.7,59,6097,6.51,6.45,3.96,8.715552125907816
0.33,Premium,D,VVS2,62.6,58,1002,4.47,4.41,2.74,6.90975328164481
1.24,Very Good,J,SI2,63.2,61,4824,6.87,6.77,4.32,8.481358738407021
0.3,Premium,D,VS2,60.6,59,911,4.38,4.34,2.63,6.814542897259958
1.23,Ideal,H,I1,61.3,56,3276,6.92,6.95,4.27,8.09437844497296
0.3,Ideal,F,IF,60,59,886,4.37,4.4,2.63,6.786716950605081
0.7,Premium,F,SI1,61.6,60,2662,5.68,5.74,3.49,7.8868329989550565
0.39,Very Good,E,VS2,59.1,59,912,4.79,4.84,2.84,6.815639990074331
0.55,Good,I,VS2,63.4,54,1720,5.13,5.21,3.29,7.450079569807499
0.55,Ideal,G,VS1,61,56,1991,5.34,5.33,3.24,7.596392304064196
1.5,Fair,J,SI2,68.1,59,5268,7.07,7,4.8,8.569406062863171
1.06,Premium,G,SI1,61.5,57,5113,6.57,6.51,4.03,8.53954159508
0.31,Very Good,H,VVS2,62.4,59,578,4.29,4.33,2.7,6.359573868672378
1,Premium,E,SI2,61.4,58,4620,6.34,6.32,3.91,8.438149984075784
0.3,Good,E,SI1,63.4,55,524,4.25,4.22,2.71,6.261491684321042
0.47,Good,E,SI2,63.3,56,1011,4.9,4.86,3.1,6.918695219020472
0.36,Ideal,F,SI1,60.1,56,537,4.62,4.64,2.79,6.285998094508865
0.38,Ideal,D,SI2,61.1,55,648,4.69,4.72,2.86,6.473890696352274
0.81,Ideal,E,VS1,62.1,57,3306,5.95,6.02,3.7,8.10349427838097
1.19,Good,F,SI2,64,54,4437,6.59,6.56,4.25,8.39773375137891
0.73,Ideal,E,VS1,61.4,55,3590,5.77,5.8,3.57,8.1859074814823245
1.52,Good,H,VS2,63.9,61,10763,7.22,7.26,4.6,9.283869605264298
1,Fair,H,SI2,69.5,56,2875,5.96,5.9,4.2,7.963807953231451
0.32,Very Good,H,VS1,63.1,57,698,4.38,4.35,2.75,6.548219102762372
0.54,Ideal,D,SI1,62.1,56,1753,5.17,5.21,3.24,7.469083884921234
0.38,Ideal,H,SI1,62,54,671,4.66,4.69,2.9,6.508769136971682
0.32,Good,E,SI1,63.1,56,524,4.31,4.33,2.74,6.261491684321042
1,Very Good,E,SI1,61.4,63,5322,6.4,6.36,3.93,8.579604451537634
1.1,Premium,E,VVS2,59,57,10387,6.82,6.86,3.95,9.248310303227811
0.3,Premium,E,SI2,61.7,62,506,4.29,4.25,2.64,6.226536669287466
2.42,Premium,J,SI2,58.3,59,16198,8.9,8.87,5.09,9.692643056808935
0.57,Premium,F,VS2,60.3,58,1935,5.42,5.34,3.23,7.5678626054638825
0.45,Ideal,G,VVS2,61.2,56,1181,4.91,4.94,3.01,7.074116816197362
0.72,Ideal,E,SI1,61,56,3012,5.78,5.79,3.53,8.010359588919783
1.13,Premium,H,SI1,62.3,58,5101,6.66,6.61,4.16,8.537191877922927
0.26,Ideal,H,VVS2,62.5,54,478,4.11,4.09,2.58,6.169610732491456
1.32,Premium,G,VS2,60.9,59,7780,7.12,7.06,4.32,8.959311617172437
0.26,Ideal,G,IF,60.8,57,607,4.13,4.08,2.51,6.408528791059498
0.46,Ideal,G,IF,62.4,57,1382,4.93,4.96,3.08,7.231287004327616
0.33,Ideal,D,VS2,62.3,54,667,4.4,4.43,2.75,6.502790045915623
1.05,Good,H,VVS1,63.7,57,6703,6.45,6.37,4.08,8.810310466357958
0.34,Very Good,E,SI1,60.3,60,550,4.51,4.56,2.72,6.309918278226516
1.07,Ideal,G,VS2,62.2,57,6471,6.58,6.5,4.06,8.775085935057266
0.54,Ideal,H,SI2,61.8,55,972,5.23,5.24,3.23,6.879355804460439
0.33,Premium,D,VS2,59.3,59,1033,4.54,4.49,2.7,6.940222469119639
0.3,Premium,H,VS1,62.4,59,526,4.25,4.29,2.66,6.26530121273771
0.7,Ideal,I,VVS1,62.3,55,2559,5.7,5.71,3.54,7.847371836159788
1.65,Very Good,F,VS1,63.2,56,17414,7.49,7.61,4.76,9.765029759388561
0.64,Ideal,J,SI1,61.4,56,1181,5.58,5.62,3.43,7.074116816197362
0.38,Very Good,G,VVS1,63.5,59,943,4.57,4.6,2.93,6.849066282633458
0.33,Very Good,I,VVS1,62.5,61,541,4.37,4.41,2.76,6.293419278846481
0.26,Good,D,VS2,61,64,388,4.07,4.1,2.52,5.961005339623274
1.26,Very Good,H,VS2,62.2,57,7525,6.91,6.94,4.31,8.925986089617076
0.83,Very Good,H,SI1,62.5,59,2800,5.95,6.03,3.75,7.937374696163295
0.55,Fair,F,SI1,52.7,69,1176,5.39,5.4,3.08,7.069874128458572
0.4,Ideal,G,IF,61.9,56,1229,4.74,4.79,2.93,7.113956109566034
1.55,Ideal,I,VS1,61.5,59,10209,7.47,7.44,4.55,9.231024963169016
1,Premium,H,SI1,62.7,59,4513,6.34,6.29,3.96,8.414717399827001
0.4,Very Good,E,SI2,58.7,63,666,4.82,4.77,2.83,6.501289670540389
0.56,Ideal,D,SI2,62.2,56,1368,5.26,5.29,3.3,7.221105098182496
1.08,Very Good,G,VS1,60.9,55,6982,6.55,6.73,4.05,8.851090687664982
0.53,Ideal,H,SI1,60.8,56,1354,5.24,5.29,3.18,7.21081845347222
0.33,Very Good,F,VVS2,63.5,55,752,4.43,4.47,2.8,6.62273632394984
0.81,Very Good,G,SI2,63,58,2386,5.88,5.89,3.75,7.777373602657861
1.03,Premium,J,I1,62,59,2220,6.49,6.47,4,7.705262474866325
0.7,Ideal,F,SI1,62.6,56,2478,5.7,5.64,3.57,7.815207062189088
1.06,Ideal,G,SI2,61,56,3936,6.62,6.57,4.04,8.277920258172143
0.74,Very Good,D,SI2,63.1,58,2740,5.73,5.8,3.61,7.9157131993821155
0.7,Ideal,H,SI2,60.6,59,2258,5.8,5.75,3.48,7.722234744709607
1,Premium,F,SI2,62.4,58,3858,6.39,6.34,4,8.257904193465674
0.43,Ideal,E,VVS2,62,57,1013,4.87,4.83,2.99,6.920671504248683
0.41,Very Good,H,VVS1,62,56,926,4.74,4.78,2.96,6.8308742346461795
1.27,Ideal,E,SI2,61.7,56,6085,6.99,6.98,4.3,8.713582005421628
0.57,Very Good,I,SI2,59.9,60,1160,5.37,5.45,3.23,7.05617528410041
0.38,Premium,I,VS2,61.5,58,633,4.65,4.66,2.85,6.450470422144176
0.51,Premium,G,VS1,62.9,57,1656,5.07,5.07,3.19,7.412160334945205
0.72,Good,G,VS2,64.2,59,2599,5.67,5.66,3.64,7.8628820346414905
0.58,Ideal,D,VS2,62.1,55,1876,5.33,5.4,3.33,7.53689712956617
0.31,Good,E,VVS1,61.7,61,763,4.25,4.28,2.66,6.637258031284457
0.73,Ideal,E,VS1,62.3,57,3170,5.73,5.78,3.58,8.061486866871327
0.3,Premium,H,VVS2,62,58,776,4.29,4.26,2.65,6.654152520183219
0.75,Good,E,SI2,63.8,54,2702,5.73,5.77,3.68,7.9017475185201445
1.02,Very Good,E,SI2,60.5,58,4742,6.5,6.52,3.93,8.464214266625351
0.31,Ideal,E,VS2,61.4,55,680,4.36,4.41,2.7,6.522092798170152
0.32,Ideal,G,VVS1,61.1,57,1080,4.45,4.42,2.71,6.984716320118266
1.21,Fair,E,I1,67.4,56,2655,6.64,6.59,4.35,7.884199933676039
0.5,Premium,F,VS2,61.4,59,1654,5.14,5.09,3.12,7.4109518755836366
0.82,Very Good,G,SI2,62,57,2456,5.95,6.01,3.69,7.806289289267033
1.02,Premium,H,VS2,62.5,58,5217,6.44,6.42,4.01,8.559677803022392
0.3,Premium,E,SI2,62.7,58,558,4.3,4.32,2.69,6.324358962381311
0.7,Good,I,SI1,64.3,58,2034,5.56,5.51,3.58,7.617759576608505
0.32,Premium,F,VS2,61.3,59,828,4.43,4.37,2.69,6.71901315438526
1.01,Ideal,G,VS2,62.5,56,5887,6.45,6.36,4,8.68050180902826
0.41,Ideal,G,VVS1,62.4,54,1043,4.77,4.82,2.99,6.949856455000773
1.07,Ideal,I,VS2,62.3,56,5158,6.56,6.59,4.1,8.54830418644129
0.28,Ideal,H,VS1,62.1,55,482,4.2,4.22,2.62,6.1779441140506
0.39,Very Good,F,VS2,58.8,60,832,4.8,4.85,2.82,6.723832440821209
0.31,Ideal,F,VS2,62.3,55,625,4.33,4.35,2.72,6.437751649736401
0.71,Very Good,G,SI2,63.2,62,2411,5.6,5.66,3.56,7.787796878181171
1.1,Ideal,H,VVS2,59.7,57,7108,6.72,6.66,4,8.868976189274543
0.32,Ideal,D,VVS2,60.3,57,790,4.39,4.41,2.68,6.672032945461067
0.33,Ideal,F,VVS2,60.7,57,824,4.49,4.51,2.72,6.714170529909472
0.48,Premium,F,VS2,59.6,58,1426,5.09,5.12,3.05,7.262628600974241
0.3,Ideal,H,VVS1,61.1,56,665,4.35,4.39,2.67,6.499787040655854
0.72,Very Good,I,SI1,63,58,2136,5.68,5.71,3.58,7.666690200080086
0.72,Premium,G,SI2,59.1,58,2050,5.9,5.86,3.46,7.6255950721324535
0.7,Ideal,D,SI2,62.1,54,2480,5.71,5.76,3.56,7.8160138391590275
1,Premium,H,SI2,61.3,61,3507,6.38,6.4,3.94,8.162516250140179
0.71,Ideal,H,VVS1,62.1,57,2742,5.67,5.71,3.53,7.91644286012226
1.06,Premium,F,VS2,61.6,57,6627,6.53,6.56,4.03,8.798907492088226
1.05,Premium,G,SI2,61.7,59,4571,6.58,6.54,4.07,8.427487278331744
0.91,Good,H,VVS2,63.7,58,4665,6.07,6.24,3.87,8.447843113281444
1.31,Premium,J,VS2,62.3,54,6288,6.98,7.01,4.34,8.746398334109042
1.66,Premium,J,VS2,62,60,7911,7.53,7.51,4.69,8.976009475021396
0.33,Premium,G,SI2,62.8,58,557,4.42,4.41,2.77,6.322565239927284
0.3,Premium,E,SI2,61.6,61,468,4.28,4.31,2.64,6.148468295917647
0.4,Very Good,E,VS2,62,62,871,4.67,4.69,2.9,6.769641976852503
1.2,Ideal,J,VS2,62.3,57,5707,6.78,6.77,4.21,8.649448770536708
0.84,Fair,E,SI2,55.1,69,2757,6.38,6.25,3.46,7.921898411023797
0.33,Ideal,G,VVS1,61.5,56,971,4.46,4.47,2.75,6.878326468291325
0.71,Ideal,F,VS1,61.9,55,3283,5.71,5.74,3.55,8.096512917501594
0.58,Ideal,H,SI1,61.1,55,1248,5.42,5.39,3.31,7.129297548929373
1.51,Very Good,E,VS2,63.3,56,13757,7.28,7.2,4.61,9.529303064460995
0.91,Good,I,SI1,64.2,59,2804,6.04,6.12,3.85,7.938802248154481
1.04,Premium,D,SI2,60.9,59,4811,6.53,6.47,3.95,8.478660241699453
0.3,Premium,E,SI1,62.3,58,675,4.28,4.22,2.68,6.51471269087253
0.32,Ideal,G,IF,61.1,57,918,4.42,4.47,2.71,6.822197390620491
0.4,Ideal,F,SI2,61.9,56,603,4.74,4.78,2.94,6.401917196727186
1.02,Very Good,G,SI1,62,59,4633,6.43,6.48,4,8.440959885416648
0.54,Ideal,F,VS2,62,55,1760,5.23,5.25,3.25,7.473069088032197
0.71,Premium,E,VS2,59.7,58,2711,5.82,5.78,3.46,7.905072849498666
0.56,Ideal,D,VS1,62.6,57,2741,5.25,5.31,3.3,7.916078096302786
1,Premium,F,VS2,61.3,59,6640,6.43,6.39,3.92,8.80086724247048
0.73,Very Good,H,VS2,63.1,58,2444,5.71,5.7,3.62,7.8013913202914855
1.52,Ideal,H,I1,61.6,54,5412,7.39,7.44,4.57,8.59637398929068
1.13,Premium,H,VS2,61.7,59,5937,6.7,6.65,4.14,8.688959234270676
0.4,Very Good,F,VVS2,60.5,55,1058,4.81,4.84,2.9,6.964135612418245
0.5,Premium,E,SI1,62.2,60,1155,5.13,5.07,3.17,7.051855622955894
0.34,Good,F,VS2,59.4,63,686,4.59,4.62,2.71,6.530877627725885
1.25,Premium,F,SI1,60.7,57,7260,6.97,6.91,4.24,8.890135107818843
0.32,Premium,H,VS2,61.9,58,648,4.41,4.38,2.72,6.473890696352274
2.01,Premium,J,VVS1,62.4,59,9296,8.03,8.07,5.04,9.137339479091693
0.34,Premium,E,SI1,61.8,58,765,4.49,4.45,2.77,6.639875833826536
1.3,Very Good,I,VS1,63.5,57,6455,6.9,7.02,4.38,8.772610303280743
0.41,Premium,H,SI1,61.7,62,816,4.71,4.76,2.91,6.704414354964107
0.8,Good,G,SI2,62.8,58,2657,5.83,5.88,3.69,7.884952945759814
0.7,Ideal,E,VVS2,62.8,57,3901,5.65,5.69,3.56,8.268988209506656
0.41,Ideal,F,IF,62.1,55,1439,4.78,4.75,2.97,7.271703706887368
0.32,Ideal,G,VVS1,60.3,56,1080,4.49,4.45,2.69,6.984716320118266
0.4,Ideal,D,VVS2,61.2,57,1323,4.72,4.75,2.89,7.187657164114956
0.33,Ideal,F,VS2,61.3,55,666,4.48,4.48,2.75,6.501289670540389
1.51,Ideal,I,VS1,63.2,58,10032,7.32,7.23,4.6,9.213535262872702
1.22,Premium,E,SI2,62.5,55,4974,6.9,6.78,4.26,8.51197962436335
0.31,Premium,D,SI2,61.8,59,462,4.32,4.35,2.68,6.135564891081739
1.08,Very Good,E,SI2,63.1,57,3742,6.54,6.5,4.12,8.227375506834035
0.44,Good,G,SI2,63.6,55,764,4.83,4.86,3.06,6.638567789166521
0.43,Premium,E,VS2,59.7,58,863,4.89,4.93,2.94,6.760414691083428
0.52,Ideal,F,VS2,60.1,56,1687,5.22,5.26,3.15,7.430707082545968
0.7,Fair,G,VS2,63.1,57,2302,5.62,5.58,3.56,7.741533589281828
1,Premium,E,SI2,62.7,58,4200,6.34,6.3,3.97,8.34283980427146
1.17,Ideal,J,SI1,62.1,56,4054,6.72,6.79,4.17,8.307459327011946
0.39,Premium,G,VS2,61.2,60,766,4.71,4.67,2.89,6.641182169740591
0.36,Very Good,E,SI1,63.1,55,593,4.51,4.54,2.86,6.385194398997726
1,Premium,F,SI1,58.6,62,4989,6.58,6.5,3.86,8.514990767861038
0.5,Premium,E,VS2,61.8,59,1746,5.15,5.11,3.15,7.465082736399547
1.04,Premium,H,SI2,61.6,59,4368,6.56,6.51,4.04,8.38206051742474
0.32,Good,E,VS1,59.5,59,702,4.45,4.48,2.65,6.553933404025811
0.71,Ideal,G,VVS1,61.7,59,2982,5.74,5.79,3.54,8.000349495324684
0.3,Premium,F,VS2,61.4,58,605,4.3,4.33,2.63,6.405228458030842
0.31,Good,F,VS2,63.5,55,645,4.31,4.27,2.73,6.4692503167957724
1.64,Premium,G,VS2,59.7,59,16297,7.63,7.7,4.59,9.69873632077599
2.01,Ideal,J,SI1,62.8,54,11566,8.06,8.03,5.05,9.355825038718164
1.33,Very Good,J,VS2,63.9,57,5785,6.93,6.89,4.44,8.663023639627777
0.32,Premium,H,IF,61.8,60,979,4.38,4.34,2.7,6.88653164253051
0.31,Ideal,G,VS1,61,56.6,645,4.38,4.4,2.68,6.4692503167957724
0.59,Premium,D,SI1,62.6,59,1646,5.34,5.38,3.32,7.406103381237015
0.78,Very Good,I,SI1,63.3,57,2296,5.82,5.86,3.69,7.738923757439457
1.67,Premium,I,VS1,61.1,59,11975,7.66,7.64,4.69,9.390576422279116
1.43,Ideal,H,VS1,62,55,8037,7.17,7.25,4.5,8.991811158212718
0.38,Ideal,I,SI1,62,53,593,4.66,4.71,2.89,6.385194398997726
1.52,Ideal,F,SI2,62.2,57,10929,7.38,7.4,4.57,9.299175085676673
1.09,Good,H,SI1,63.1,57,5465,6.61,6.64,4.15,8.60611940061064
0.64,Ideal,G,VVS2,62.7,56.3,2658,5.52,5.52,3.49,7.885329239273191
0.91,Premium,F,SI1,62.7,60,3007,6.16,6.12,3.83,8.008698182988528
1,Good,I,VS2,63.7,64,4197,6.25,6.23,4,8.34212526333359
0.38,Ideal,E,VS2,61.5,57,968,4.66,4.63,2.87,6.875232087276577
0.52,Ideal,D,VS1,61,56,1835,5.15,5.16,3.17,7.51479976048867
0.57,Ideal,F,VVS1,62.3,55,2625,5.29,5.27,3.32,7.872836175025724
0.5,Ideal,G,VS2,61.6,54,1449,5.11,5.15,3.16,7.278628942320682
0.52,Good,G,VS1,57.6,56,1591,5.34,5.4,3.06,7.372118028337787
1.02,Premium,J,SI2,62.6,57,3599,6.4,6.45,4.03,8.188411308079031
1.16,Ideal,J,IF,61.5,56,5182,6.76,6.8,4.17,8.552946361122055
1,Fair,F,SI2,65.1,59,3575,6.22,6.19,4.01,8.181720455128108
0.53,Ideal,D,SI1,62,56,1753,5.23,5.19,3.24,7.469083884921234
0.32,Ideal,D,VS2,62.1,54,972,4.41,4.4,2.74,6.879355804460439
0.3,Ideal,H,VS2,62.1,56,491,4.31,4.35,2.68,6.19644412779452
0.55,Ideal,F,VS2,61.7,57,1572,5.23,5.28,3.24,7.360103972989152
0.33,Ideal,F,VS2,62.6,55,854,4.39,4.41,2.77,6.74993119378857
0.71,Very Good,E,VS2,63.7,58,2450,5.68,5.62,3.61,7.803843303538772
0.43,Premium,E,VS1,62.3,58,1181,4.83,4.81,2.98,7.074116816197362
1.09,Premium,G,SI2,61.1,59,4644,6.62,6.65,4.06,8.443331342817782
2.01,Fair,I,SI2,65.4,56,9610,7.91,7.9,5.16,9.170559501964338
0.35,Ideal,G,IF,61.4,55,1001,4.58,4.58,2.82,6.90875477931522
0.82,Premium,G,VVS2,62.3,58,4893,5.91,5.94,3.72,8.495560891289124
1.24,Good,G,VS2,63.4,60,8705,6.75,6.71,4.3,9.07165285220229
1.01,Premium,F,VS2,62.4,59,6597,6.43,6.39,4,8.794370279222871
0.32,Very Good,D,SI1,62.8,56,589,4.37,4.41,2.77,6.3784261836515865
1.53,Premium,H,SI1,59.8,60,10468,7.41,7.5,4.47,9.256078263650036
0.32,Ideal,J,VVS1,61.8,55,504,4.4,4.4,2.73,6.222576268071369
1.01,Good,F,SI2,58.2,61,4155,6.49,6.52,3.8,8.332067707289548
0.63,Ideal,D,VS1,61.3,56,2440,5.49,5.52,3.39,7.799753318287247
0.41,Premium,G,SI1,59.1,59,737,4.86,4.83,2.88,6.602587892189336
0.56,Very Good,J,VS2,60.2,60.1,1131,5.35,5.38,3.24,7.030857476116121
1,Good,F,SI2,56.7,62,4036,6.58,6.52,3.68,8.3030093814735
0.41,Ideal,E,SI2,61.8,55,898,4.79,4.81,2.97,6.8001700683022
0.92,Very Good,F,I1,62.8,56,2698,6.18,6.12,3.92,7.900266036767701
0.36,Ideal,G,VVS2,61.8,54,756,4.58,4.63,2.83,6.628041376179533
0.91,Ideal,F,SI2,60.2,57,3588,6.25,6.29,3.83,8.185350223178686
1.54,Very Good,I,SI1,63.3,56,8214,7.33,7.38,4.64,9.013595294516504
1,Good,H,SI1,57.5,62,4191,6.48,6.52,3.73,8.340694647925071
0.41,Ideal,G,VS1,61.9,57,827,4.74,4.77,2.93,6.717804695023691
1.13,Premium,G,VVS2,61.4,58,7875,6.71,6.78,4.11,8.971448463693834
0.42,Very Good,E,VVS2,59.4,61,1243,4.96,4.91,2.91,7.1252830915107115
0.9,Ideal,H,VS2,62.4,56,4082,6.16,6.21,3.86,8.31434234336979
0.9,Very Good,E,VS1,58.9,58,5101,6.28,6.38,3.73,8.537191877922927
0.9,Good,E,SI2,61.9,62,3267,6.07,6.12,3.73,8.09162741160107
0.91,Premium,J,VS1,62.6,60,3188,6.2,6.14,3.85,8.067149039910106
0.31,Ideal,D,SI1,62.6,56,732,4.36,4.35,2.71,6.595780513961311
1,Good,D,SI2,63.9,56,3634,6.34,6.26,4.04,8.198089248956116
1,Ideal,G,VS2,62.3,54,6418,6.34,6.41,3.98,8.766861821669803
0.42,Premium,E,VS2,61,60,958,4.87,4.84,2.94,6.86484777797086
0.52,Ideal,E,SI1,61.4,56,1737,5.19,5.2,3.19,7.459914766241105
0.56,Ideal,J,VS2,62.1,54,1232,5.27,5.34,3.3,7.116394144093465
0.34,Good,E,SI1,63.3,56,556,4.44,4.47,2.81,6.320768294250582
0.76,Ideal,F,SI1,62.6,57,2878,5.82,5.86,3.66,7.964850887447313
0.71,Ideal,G,SI1,62.7,56,2381,5.71,5.74,3.57,7.7752758464868625
0.36,Ideal,E,SI1,62.1,56,810,4.6,4.56,2.83,6.697034247666484
0.32,Very Good,I,VS1,60.1,62,505,4.42,4.47,2.66,6.22455842927536
0.25,Premium,E,VVS2,62,58,740,4.08,4.04,2.53,6.606650186198215
0.62,Very Good,F,VS2,59,58,2102,5.65,5.73,3.29,7.650644551436897
1.6,Premium,H,VS1,61.7,59,12210,7.54,7.47,4.63,9.41001056710475
1.27,Ideal,H,SI1,61.5,57,6858,6.95,7,4.28,8.833171133022866
0.48,Ideal,H,VS2,62.2,54,830,4.99,5.03,3.15,6.721425700790643
0.7,Ideal,E,VS1,62.3,56,3345,5.67,5.72,3.54,8.11522197256233
0.74,Premium,G,SI1,59.4,60,2447,5.93,5.88,3.52,7.802618063442671
1.5,Ideal,F,SI2,62.9,55,9471,7.31,7.21,4.58,9.155989777226102
1.55,Ideal,J,SI2,62.3,54,5157,7.36,7.42,4.61,8.548110294050959
0.91,Good,F,SI1,63.7,59,4188,6.09,6.13,3.88,8.339978571990427
1.01,Premium,E,VS1,62.9,60,7366,6.36,6.32,4,8.904630097005011
0.31,Very Good,G,VS2,61.4,58.4,526,4.37,4.38,2.69,6.26530121273771
1.02,Ideal,F,VS2,62.7,54,6509,6.43,6.45,4.03,8.780941113572387
1.06,Ideal,H,VS2,62.4,56,6619,6.57,6.51,4.07,8.797699580118923
0.35,Premium,D,SI1,60.9,60,644,4.53,4.55,2.77,6.467698726104354
0.31,Ideal,F,IF,62,55,914,4.34,4.38,2.7,6.81783057145415
0.33,Ideal,E,VVS1,60.7,56,1052,4.47,4.49,2.72,6.9584483932976555
1,Premium,F,SI1,62.1,57,5292,6.48,6.39,4,8.573951525234847
1.1,Premium,H,SI2,62.2,56,4537,6.67,6.56,4.12,8.420021279663963
1.95,Very Good,I,VS2,62.2,60,15919,7.86,7.9,4.96,9.675268643355135
0.3,Very Good,H,VS2,61.1,61,473,4.27,4.29,2.61,6.159095388491933
0.52,Ideal,E,VS2,62.4,56,1815,5.16,5.12,3.2,7.503840746698951
0.31,Ideal,G,VVS2,62.7,57,660,4.33,4.28,2.71,6.492239835020471
0.31,Very Good,H,VS1,61.4,61,544,4.33,4.37,2.68,6.298949246855942
2,Premium,I,VS2,62.5,57,16778,8.03,7.95,4.99,9.72782378340624
0.52,Very Good,E,VS2,63,56,1621,5.09,5.11,3.22,7.390798521735676
0.7,Good,F,VS2,64.3,60,2593,5.58,5.56,3.59,7.860570785538664
1.01,Premium,G,VS2,63,59,6209,6.36,6.34,3.99,8.733755131364893
0.34,Ideal,E,VS2,62.2,55,723,4.46,4.48,2.77,6.583409222158765
2.1,Premium,J,SI2,60.5,59,12778,8.32,8.41,5.04,9.455480221162288
1.02,Good,G,SI1,63.6,58,4588,6.36,6.41,4.03,8.431199478249262
0.93,Premium,G,SI1,61.3,59,3522,6.28,6.17,3.84,8.166784289056151
0.71,Fair,H,VS1,66.4,55,2395,5.59,5.46,3.67,7.781138509845015
0.7,Premium,J,VS2,62,58,1953,5.67,5.74,3.53,7.577121930876679
0.33,Ideal,I,IF,61.1,56,891,4.49,4.55,2.74,6.792344427470809
0.26,Good,E,VVS1,63.8,59,498,3.99,4.02,2.59,6.210600077024653
2.01,Premium,D,SI1,61,61,14918,8.14,8.07,4.92,9.610323816515109
0.35,Ideal,F,SI1,62.4,55,583,4.51,4.53,2.83,6.368187186350492
2.06,Very Good,G,SI2,59.9,61,16506,8.26,8.27,4.97,9.71147923015263
1.31,Good,I,VS1,63.7,55,7333,6.9,6.92,4.41,8.9001399880938
1.14,Very Good,G,VS1,63.2,57,7404,6.62,6.63,4.2,8.909775673693389
1.02,Ideal,H,SI2,61.6,56,3172,6.47,6.49,4,8.06211758275474
1.02,Premium,F,I1,61.1,61,2815,6.47,6.4,3.97,7.942717540573791
0.52,Very Good,E,VS2,60.3,57,1601,5.23,5.23,3.18,7.3783837129967145
1,Premium,E,I1,61.4,62,3141,6.35,6.34,3.91,8.052296499538647
0.72,Very Good,F,VS2,62.5,57,2697,5.71,5.77,3.58,7.89989532313973
0.3,Premium,G,SI2,61.3,59,452,4.29,4.32,2.63,6.113682179832232
0.55,Very Good,G,VS1,59.4,57,1957,5.36,5.28,3.21,7.579167967396076
0.33,Very Good,G,VS1,61.2,61,666,4.45,4.5,2.72,6.501289670540389
1.01,Premium,H,VS2,60.5,59,5572,6.54,6.47,3.94,8.625509334899697
0.23,Premium,H,VVS1,59.4,60,432,4.04,4.04,2.39,6.068425588244111
0.71,Fair,H,VS1,64.6,54,1981,5.64,5.55,3.61,7.591357046698551
0.66,Ideal,E,VVS2,61.8,58,3103,5.55,5.63,3.45,8.04012466444838
1.09,Ideal,I,VS1,62,56,5373,6.58,6.63,4.09,8.589141690728821
0.32,Very Good,F,VS2,58.8,59,605,4.44,4.48,2.63,6.405228458030842
0.23,Very Good,F,VVS2,62,59,530,3.9,3.94,2.45,6.272877006546167
0.92,Ideal,I,SI1,61.8,57,3908,6.21,6.23,3.86,8.270781013162674
0.4,Good,E,SI1,63.7,56,718,4.69,4.72,2.98,6.576469569048224
0.91,Good,H,VVS2,64.8,55,4665,6.05,6.08,3.93,8.447843113281444
0.52,Premium,F,VS2,61.4,58,1687,5.22,5.16,3.18,7.430707082545968
1.04,Very Good,G,IF,63,56,8489,6.41,6.5,4.05,9.046526486737967
0.34,Very Good,G,VS1,61.2,57,652,4.53,4.56,2.78,6.480044561926653
